cvss,vuln_age_days,access_vector_enc,access_complexity_enc,access_authentication_enc,impact_confidentiality_enc,impact_integrity_enc,impact_availability_enc,cwe_group_enc,kw_remote,kw_code_exec,kw_priv_esc,kw_dos
5.8,5063,3,1,2,1,1,0,3,1,0,0,0
5.8,4516,3,1,2,0,1,1,3,1,0,0,1
5.8,6586,3,1,2,1,1,0,2,1,0,0,0
5.8,2355,3,1,2,0,1,1,3,0,1,0,0
5.8,2283,3,1,2,1,1,0,3,1,0,0,0
5.8,4843,3,1,2,1,1,0,3,1,0,0,0
5.8,2857,3,1,2,1,1,0,3,0,0,0,0
5.8,2323,3,1,2,1,1,0,3,0,0,0,0
5.8,4712,3,1,2,1,1,0,3,1,0,0,0
5.8,2276,3,1,2,1,1,0,3,0,0,0,0
5.8,2353,3,1,2,1,1,0,0,0,0,0,0
5.8,2407,3,1,2,1,0,1,3,0,0,0,1
5.8,3385,3,1,2,1,0,1,3,0,0,0,1
5.8,2542,3,1,2,1,1,0,0,0,0,0,0
5.8,3139,2,2,2,1,1,1,2,1,0,0,0
5.8,3202,3,1,2,1,1,0,3,0,0,0,0
5.8,2539,3,1,2,1,1,0,3,0,0,0,0
5.8,2337,3,1,2,1,0,1,2,0,0,0,0
5.8,2337,3,1,2,1,0,1,2,0,0,0,0
5.8,4737,3,1,2,1,1,0,3,1,0,0,0
5.8,5019,3,1,2,1,1,0,3,1,0,0,0
5.8,4427,3,1,2,1,1,0,3,1,0,0,0
5.8,4991,3,1,2,1,1,0,3,0,0,0,0
5.8,5102,3,1,2,0,1,1,3,1,0,0,0
5.8,4332,3,1,2,1,1,0,3,0,0,0,0
5.8,3776,3,1,2,1,1,0,3,0,0,0,0
5.8,2923,3,1,2,0,1,1,3,0,0,0,0
5.8,2320,3,1,2,1,1,0,3,0,0,0,0
5.8,3074,3,1,2,1,1,0,3,0,0,0,0
5.8,3385,3,1,2,1,0,1,2,1,0,0,1
5.8,4475,3,1,2,1,1,0,3,1,0,0,0
5.8,4600,3,1,2,1,1,0,3,1,0,0,0
5.8,2606,3,1,2,1,1,0,3,0,0,0,0
5.8,3174,3,1,2,1,1,0,3,0,0,0,0
5.8,4602,3,1,2,1,1,0,3,0,0,0,0
5.8,4238,3,1,2,1,1,0,3,0,0,0,0
5.8,4839,3,1,2,1,1,0,3,1,0,0,0
5.8,3196,3,1,2,1,0,1,3,1,0,0,1
5.8,3196,3,1,2,1,0,1,2,1,0,0,1
5.8,4472,3,1,2,1,0,1,2,1,0,0,1
5.8,3385,3,1,2,1,0,1,3,0,0,0,1
5.8,2601,3,1,2,1,0,1,3,1,0,0,1
5.8,2345,3,1,2,1,1,0,3,0,1,0,0
5.8,3260,3,1,2,1,1,0,0,0,0,0,0
5.8,3260,3,1,2,1,1,0,0,0,0,0,0
5.8,3260,3,1,2,1,1,0,0,0,0,0,0
5.8,5525,3,1,2,1,1,0,3,1,0,0,0
5.8,2269,3,1,2,1,1,0,3,0,0,0,0
5.8,2760,3,1,2,1,1,0,3,0,0,0,0
5.8,3076,2,2,2,1,1,1,3,1,0,0,0
5.8,2760,3,1,2,1,1,0,3,0,0,0,0
5.8,3097,3,1,2,1,1,0,3,1,0,0,0
5.8,3138,3,1,2,1,1,0,3,1,0,0,0
5.8,2879,3,1,2,1,0,1,3,1,0,0,1
5.8,4372,3,1,2,0,1,1,3,0,0,0,0
5.8,4372,3,1,2,0,1,1,3,0,0,0,0
5.8,4372,3,1,2,0,1,1,3,0,0,0,0
5.8,4805,3,1,2,1,1,0,3,0,0,0,0
5.8,4466,3,1,2,1,1,0,3,1,0,0,0
5.8,3079,3,1,2,1,1,0,3,0,0,0,0
5.8,2430,3,1,2,1,1,0,3,0,0,0,0
5.8,6575,3,1,2,1,1,0,2,1,0,0,0
5.8,3196,3,1,2,1,0,1,3,1,0,0,1
5.8,2569,3,1,2,1,1,0,3,1,0,0,0
5.8,2569,3,1,2,1,1,0,3,0,0,0,0
5.8,2652,3,1,2,1,0,1,3,0,0,0,1
5.8,2458,3,1,2,1,1,0,0,1,0,0,0
5.8,4231,3,1,2,1,1,0,3,1,0,0,0
5.8,3078,3,1,2,1,1,0,3,0,0,0,0
5.8,6553,3,1,2,1,1,0,3,1,0,0,0
5.8,6170,3,1,2,0,1,1,3,1,0,0,0
5.8,6170,3,1,2,0,1,1,3,1,0,0,0
5.8,6170,3,1,2,0,1,1,3,1,0,0,0
5.8,6170,3,1,2,0,1,1,3,1,0,0,0
5.8,2570,3,1,2,1,1,0,3,0,0,0,0
5.8,4437,3,1,2,1,1,0,3,1,0,0,0
5.8,2432,3,1,2,1,1,0,3,0,0,0,0
5.8,2548,3,1,2,1,1,0,3,0,0,0,0
5.8,2263,3,1,2,1,0,1,3,0,0,0,1
5.8,6655,3,1,2,0,1,1,3,1,0,0,0
5.8,2599,3,1,2,1,1,0,3,0,0,0,0
5.8,2247,0,-1,-1,0,0,0,3,0,0,0,0
5.8,2247,0,-1,-1,0,0,0,3,1,0,0,0
5.8,3107,3,1,2,0,1,1,3,0,0,0,0
5.8,3067,3,1,2,1,1,0,3,0,0,0,0
5.8,4917,3,1,2,0,1,1,3,0,0,0,0
5.8,2347,3,1,2,1,1,0,3,0,0,0,0
5.8,3017,3,1,2,1,1,0,3,1,0,0,0
5.8,4908,3,1,2,1,1,0,3,1,0,0,0
5.8,2542,3,1,2,1,0,1,0,0,0,0,0
5.8,2830,2,2,2,1,1,1,2,1,0,0,1
5.8,3914,3,1,2,1,1,0,3,1,0,0,0
5.8,6545,3,1,2,1,1,0,3,1,0,0,0
5.8,2432,3,1,2,1,1,0,3,0,0,0,0
5.8,2432,3,1,2,1,1,0,3,0,0,0,0
5.8,7142,3,1,2,1,1,0,1,1,0,0,0
5.8,4407,3,1,2,1,1,0,3,1,0,0,0
5.8,3139,3,1,2,1,1,0,3,1,0,0,0
5.8,3139,3,1,2,1,1,0,3,1,0,0,0
5.8,2652,3,1,2,1,0,1,3,0,0,0,1
5.8,2509,2,2,2,1,1,1,3,0,0,0,0
5.8,3020,3,1,2,1,1,0,3,1,0,0,0
5.8,2466,3,1,2,1,1,0,3,0,0,0,0
5.8,2932,2,2,2,1,1,1,2,1,1,0,1
5.8,4272,3,1,2,1,1,0,3,1,0,0,0
5.8,2830,3,1,2,1,0,1,2,1,0,0,1
5.8,5760,3,1,2,1,1,0,3,1,0,0,0
5.8,4381,3,1,2,1,1,0,3,1,0,0,0
5.8,3130,3,1,2,1,0,1,3,1,0,0,1
5.8,4049,3,1,2,0,1,1,3,1,0,0,0
5.8,3242,3,1,2,1,0,1,3,1,0,0,0
5.8,3914,3,1,2,1,1,0,3,1,0,0,0
5.8,6181,3,1,2,0,1,1,3,1,0,0,0
5.8,3398,3,1,2,1,1,0,3,1,0,0,0
5.8,3374,3,1,2,1,1,0,1,1,0,0,0
5.8,3510,3,1,2,1,1,0,3,0,0,0,0
5.8,2347,3,1,2,1,0,1,3,0,0,0,0
5.8,6034,3,1,2,1,1,0,3,1,0,0,0
5.8,3281,3,1,2,0,1,1,3,0,0,0,0
5.8,6945,3,1,2,0,1,1,3,1,0,0,0
5.8,2254,3,1,2,0,1,1,3,0,0,0,0
5.8,2380,2,2,2,1,1,1,0,0,0,0,0
5.8,2380,2,2,2,1,1,1,2,0,0,0,0
5.8,2383,2,2,2,1,1,1,0,0,0,0,0
5.8,2383,2,2,2,1,1,1,2,0,0,0,0
5.8,4348,3,1,2,1,1,0,3,1,0,0,0
5.8,2787,3,1,2,0,1,1,3,0,0,0,0
5.8,3385,3,1,2,1,0,1,3,0,0,0,1
5.8,2359,3,1,2,0,1,1,3,0,0,0,0
5.8,2353,3,1,2,1,1,0,0,0,0,0,0
5.8,4740,3,1,2,1,1,0,3,0,0,0,0
5.8,2781,3,1,2,1,1,0,3,1,0,0,0
5.8,2533,2,2,2,1,1,1,0,0,0,0,0
5.8,2941,3,1,2,1,1,0,3,0,0,0,0
5.8,2548,3,1,2,1,1,0,3,1,0,0,0
5.8,2542,3,1,2,1,1,0,0,0,0,0,0
5.8,4833,3,1,2,1,1,0,3,1,0,0,0
5.8,2551,3,1,2,1,1,0,3,0,0,0,0
5.8,2664,3,1,2,1,1,0,3,0,0,0,0
5.8,4362,3,1,2,1,1,0,3,1,0,0,0
5.8,2494,2,2,2,1,1,1,3,0,0,0,0
5.8,4262,3,1,2,1,1,0,3,0,0,0,0
5.8,2443,3,1,2,1,1,0,3,0,0,0,0
5.8,3017,3,1,2,1,1,0,3,1,0,0,0
5.8,2601,3,1,2,1,0,1,3,1,0,0,1
5.8,2299,3,1,2,1,1,0,3,0,0,0,0
5.8,4831,3,1,2,0,1,1,3,1,0,0,0
5.8,2401,3,1,2,1,1,0,3,0,0,0,0
5.8,2528,3,1,2,1,1,0,3,1,0,0,0
5.8,2295,3,1,2,1,1,0,3,0,0,0,0
5.8,3196,3,1,2,1,0,1,3,0,0,0,1
5.8,3212,3,1,2,1,1,0,3,0,0,0,0
5.8,4768,3,1,2,1,1,0,3,1,0,0,0
5.8,3661,3,1,2,1,1,0,3,0,0,0,0
5.8,3090,3,1,2,1,1,0,3,0,0,0,0
5.8,4215,2,2,2,1,1,1,1,1,0,0,0
5.8,2856,3,1,2,1,1,0,3,1,0,0,0
5.8,2520,3,1,2,0,1,1,3,0,0,0,0
5.8,2565,3,1,2,0,1,1,3,1,0,0,0
5.8,3217,3,1,2,1,1,0,3,0,0,0,0
5.8,2601,3,1,2,1,0,1,3,1,0,0,1
5.7,5355,2,1,2,0,0,2,3,1,0,0,1
5.7,5236,2,1,2,0,0,2,2,1,0,0,1
5.7,4590,2,1,2,0,0,2,3,1,0,0,1
5.7,4552,2,1,2,0,0,2,3,0,0,0,1
5.7,4452,2,1,2,0,0,2,3,1,0,0,1
5.7,3639,2,1,2,0,0,2,3,1,0,0,1
5.7,4648,2,1,2,0,0,2,3,1,0,0,1
5.7,2982,2,1,2,0,0,2,2,0,0,0,1
5.7,4271,2,1,2,0,0,2,3,1,0,0,1
5.7,4185,2,1,2,0,0,2,3,1,0,0,1
5.7,3961,2,1,2,0,0,2,3,1,0,0,1
5.7,2877,2,1,2,0,0,2,3,0,0,0,1
5.7,2505,2,1,2,0,0,2,3,0,0,0,1
5.7,2645,2,1,2,0,0,2,3,0,0,0,1
5.7,4908,2,1,2,0,0,2,2,1,0,0,1
5.7,3398,2,1,2,0,0,2,3,1,0,0,1
5.7,4427,2,1,2,0,0,2,3,0,0,0,1
5.7,2772,2,1,2,0,0,2,3,1,0,0,0
5.7,4338,2,1,2,2,0,0,3,0,0,0,0
5.7,4338,2,1,2,2,0,0,3,0,0,0,0
5.7,4338,2,1,2,2,0,0,3,0,0,0,0
5.7,3762,2,1,2,0,0,2,3,1,0,0,1
5.7,3549,1,2,1,1,1,2,0,0,0,0,1
5.7,2904,2,1,2,0,0,2,3,0,0,0,0
5.7,6579,2,1,2,0,0,2,2,1,0,0,0
5.7,5231,2,1,2,0,0,2,3,1,0,0,1
5.7,3393,2,1,2,0,0,2,3,1,0,0,1
5.7,2514,2,1,2,0,0,2,3,0,0,0,0
5.7,4466,2,1,2,0,0,2,3,1,0,0,1
5.7,4225,2,1,2,0,0,2,3,1,0,0,1
5.7,5406,2,1,2,0,0,2,3,1,0,0,1
5.7,4005,2,1,2,0,0,2,3,1,0,0,1
5.7,3845,2,1,2,0,0,2,3,1,0,0,1
5.7,4401,2,1,2,0,0,2,3,0,0,0,1
5.7,4508,2,1,2,0,0,2,2,0,0,0,1
5.6,4838,1,2,2,1,0,2,3,0,0,0,1
5.6,4894,1,0,2,0,2,2,3,0,0,0,0
5.6,2927,1,2,2,1,0,2,3,0,0,0,1
5.6,2515,1,2,2,1,0,2,3,0,0,0,1
5.6,4948,1,0,2,0,2,2,3,0,0,0,0
5.6,2275,1,2,2,0,1,2,3,0,0,0,1
5.6,3051,1,2,2,1,2,0,3,0,0,0,0
5.6,2928,1,2,2,1,0,2,3,0,0,0,1
5.6,2760,1,2,2,0,1,2,2,0,0,0,1
5.6,3254,3,0,1,0,1,2,2,1,0,0,1
5.6,5231,1,2,2,1,0,2,2,0,0,0,1
5.6,3302,1,2,2,1,0,2,3,0,0,0,1
5.6,2640,1,2,2,1,0,2,3,0,0,0,1
5.6,3363,1,2,2,0,1,2,2,0,0,0,1
5.6,3722,1,2,2,1,0,2,2,0,0,0,1
5.6,3475,1,2,2,1,0,2,0,0,0,0,1
5.6,3536,1,2,2,1,0,2,3,0,0,0,1
5.6,3468,1,2,2,1,0,2,2,0,0,0,1
5.6,2668,1,2,2,1,0,2,3,0,0,0,0
5.6,3051,1,2,2,1,2,0,3,0,0,0,0
5.6,3722,1,2,2,1,0,2,2,0,0,0,1
5.6,2530,1,2,2,0,1,2,3,0,0,0,0
5.6,3949,1,2,2,1,0,2,3,0,0,0,1
5.6,4786,1,2,2,1,0,2,3,0,0,0,1
5.6,3355,1,2,2,0,1,2,0,0,0,0,0
5.6,4342,1,2,2,0,1,2,3,0,0,0,1
5.6,2560,1,2,2,0,1,2,3,0,0,0,0
5.5,2701,3,2,1,0,1,1,3,1,0,0,1
5.5,3986,3,2,1,1,1,0,3,1,0,0,0
5.5,3255,3,2,1,0,1,1,1,1,0,0,0
5.5,2698,3,2,1,0,1,1,3,1,0,0,0
5.5,4352,3,2,1,1,1,0,3,1,0,0,0
5.5,4799,3,2,1,0,1,1,3,1,0,0,0
5.5,4794,3,2,1,1,1,0,3,1,0,0,0
5.5,3068,3,2,1,1,1,0,3,0,0,0,0
5.5,4884,3,2,1,1,1,0,3,1,0,0,0
5.5,2788,3,2,1,1,0,1,3,0,0,0,1
5.5,2295,3,2,1,1,0,1,3,0,0,0,0
5.5,4744,3,2,1,1,1,0,3,1,0,0,0
5.5,5566,3,2,1,1,1,0,3,1,0,0,0
5.5,2709,3,2,1,1,0,1,3,0,0,0,1
5.5,2663,3,2,1,1,1,0,1,0,0,0,0
5.5,2437,3,2,1,0,1,1,3,0,0,0,0
5.5,2340,3,2,1,1,1,0,3,0,0,0,0
5.5,2432,3,2,1,1,1,0,3,0,0,0,0
5.5,4852,3,2,1,1,1,0,3,1,0,0,0
5.5,2247,0,-1,-1,0,0,0,3,0,0,0,0
5.5,2730,3,2,1,0,1,1,3,0,0,0,0
5.5,2701,3,2,1,1,1,0,3,0,0,0,0
5.5,2400,3,2,1,0,1,1,3,1,0,0,0
5.5,4473,3,2,1,0,1,1,1,1,0,0,0
5.5,2337,3,2,1,0,1,1,0,0,0,0,0
5.5,2466,3,2,1,1,0,1,3,1,0,0,0
5.5,2437,3,2,1,1,1,0,3,0,0,0,0
5.5,3260,3,2,1,1,1,0,0,0,0,0,0
5.5,3260,3,2,1,1,1,0,0,0,0,0,0
5.5,3260,3,2,1,1,1,0,3,0,0,0,0
5.5,3255,3,2,1,1,0,1,3,1,0,0,1
5.5,3355,3,2,1,1,1,0,0,1,0,0,0
5.5,2635,3,2,1,1,0,1,3,1,0,0,0
5.5,2283,3,2,1,0,1,1,3,0,0,0,0
5.5,2353,3,2,1,0,1,1,0,0,0,0,1
5.5,3318,3,2,1,1,0,1,3,1,0,0,1
5.5,2606,3,2,1,1,1,0,3,1,0,0,0
5.5,2877,3,2,1,0,1,1,3,1,0,0,0
5.5,2933,3,2,1,1,1,0,1,0,0,0,0
5.5,2450,3,2,1,1,1,0,3,1,0,0,0
5.5,3318,3,2,1,1,0,1,3,1,0,0,1
5.5,2473,3,2,1,0,1,1,3,0,0,0,0
5.5,2425,3,2,1,1,1,0,3,0,0,0,0
5.5,4377,2,2,1,0,0,2,3,0,0,0,1
5.5,2262,3,2,1,1,0,1,3,0,0,0,0
5.5,2341,3,2,1,1,1,0,3,0,0,0,0
5.5,2889,3,2,1,1,1,0,3,1,0,0,0
5.5,4916,3,2,1,1,1,0,3,1,0,0,0
5.5,2619,3,2,1,1,1,0,3,0,0,0,0
5.5,4475,2,2,1,0,0,2,3,0,0,0,1
5.5,2676,3,2,1,1,1,0,3,0,0,0,0
5.5,3494,3,2,1,1,1,0,0,1,0,0,0
5.5,7284,2,2,1,0,0,2,3,1,0,0,1
5.5,3258,3,2,1,0,1,1,3,0,0,0,0
5.5,3706,3,2,1,1,1,0,3,1,0,0,0
5.5,2575,3,2,1,0,1,1,0,0,0,0,0
5.5,2889,3,2,1,1,1,0,0,1,0,0,0
5.5,2438,3,2,1,0,1,1,0,0,0,0,0
5.5,3355,3,2,1,1,1,0,0,1,0,0,0
5.5,3355,3,2,1,1,1,0,0,1,0,0,0
5.5,3355,3,2,1,1,0,1,0,1,0,0,0
5.5,3355,3,2,1,1,1,0,0,1,0,0,0
5.5,3355,3,2,1,1,1,0,0,1,0,0,0
5.5,3355,3,2,1,1,1,0,0,1,0,0,0
5.5,2345,3,2,1,1,1,0,1,0,0,0,0
5.5,2781,3,2,1,1,1,0,1,1,0,0,0
5.5,3457,3,2,1,1,1,0,0,1,0,0,0
5.5,2934,3,2,1,1,1,0,3,0,0,0,0
5.5,2642,3,2,1,1,1,0,3,0,0,0,0
5.5,3069,3,2,1,1,1,0,3,1,0,0,0
5.5,2353,3,2,1,1,1,0,0,0,0,0,0
5.5,2981,3,2,1,1,1,0,3,0,0,0,0
5.5,2891,3,2,1,0,1,1,3,1,0,0,0
5.5,2681,3,2,1,0,1,1,3,0,0,0,0
5.5,3260,3,2,1,1,1,0,0,0,0,0,0
5.5,3260,3,2,1,1,1,0,0,0,0,0,0
5.5,2478,3,2,1,0,1,1,2,0,0,0,0
5.5,3103,3,2,1,1,1,0,1,1,0,0,0
5.5,2715,3,2,1,0,1,1,3,0,0,0,1
5.5,2934,2,2,1,2,0,0,3,0,0,0,0
5.5,5760,3,2,1,1,1,0,3,1,0,0,0
5.5,2539,3,2,1,1,0,1,3,1,0,0,1
5.5,3419,3,2,1,0,1,1,3,1,0,0,1
5.5,4369,3,2,1,1,0,1,3,1,0,0,1
5.5,2638,3,2,1,1,0,1,3,1,0,0,0
5.5,2390,3,2,1,1,0,1,3,1,0,0,0
5.5,2617,3,2,1,1,0,1,3,1,0,0,0
5.5,2493,2,2,1,2,0,0,3,0,0,0,0
5.5,2438,3,2,1,0,1,1,3,1,0,0,0
5.5,2470,3,2,1,1,0,1,3,0,0,0,0
5.5,3355,3,2,1,1,1,0,0,1,0,0,0
5.5,2894,3,2,1,1,1,0,3,1,0,0,0
5.5,3016,3,2,1,0,1,1,3,0,0,0,0
5.5,3355,3,2,1,1,1,0,0,1,0,0,0
5.5,2478,3,2,1,0,1,1,2,0,0,0,0
5.5,2478,3,2,1,0,1,1,2,0,0,0,0
5.5,2738,3,2,1,0,1,1,3,0,0,0,0
5.5,2522,3,2,1,0,1,1,0,0,0,0,0
5.5,4888,3,2,1,0,1,1,3,1,0,0,0
5.5,3074,3,2,1,1,0,1,3,1,0,0,0
5.5,2474,3,2,1,1,1,0,3,0,0,0,0
5.5,2437,3,2,1,0,1,1,3,0,0,0,0
5.5,2619,3,2,1,0,1,1,3,0,0,0,0
5.5,2962,3,2,1,1,0,1,3,0,0,0,0
5.5,3384,3,2,1,1,0,1,3,1,0,0,1
5.5,4917,3,2,1,0,1,1,3,1,0,0,0
5.5,3079,3,2,1,0,1,1,3,1,0,0,0
5.5,2876,1,0,1,2,2,0,2,0,0,0,0
5.5,2542,3,2,1,1,1,0,0,0,0,0,0
5.5,4635,3,2,1,0,1,1,3,1,0,0,0
5.5,2732,3,2,1,0,1,1,0,0,0,0,0
5.5,3010,3,2,1,1,1,0,0,0,0,0,0
5.5,4153,3,2,1,1,1,0,3,1,0,0,0
5.5,2668,3,2,1,1,1,0,1,0,0,0,0
5.5,4188,3,2,1,0,1,1,3,1,0,0,0
5.5,2674,3,2,1,1,1,0,1,0,0,0,0
5.5,2347,3,2,1,1,0,1,3,1,0,0,0
5.5,2710,3,2,1,1,1,0,3,0,0,0,0
5.5,2704,3,2,1,0,1,1,2,0,0,0,0
5.5,2701,3,2,1,1,0,1,3,1,0,0,1
5.5,2705,3,2,1,0,1,1,2,0,0,0,0
5.5,3355,3,2,1,1,1,0,0,1,0,0,0
5.5,2565,3,2,1,0,1,1,3,0,0,0,0
5.5,2652,3,2,1,1,0,1,3,1,0,0,0
5.5,4229,3,2,1,0,1,1,3,1,0,0,0
5.5,2808,3,2,1,1,1,0,3,0,0,0,0
5.5,2683,3,2,1,0,1,1,3,1,0,0,0
5.5,2876,1,0,1,2,2,0,0,0,0,0,0
5.5,2639,3,2,1,1,1,0,0,0,0,0,0
5.5,3260,3,2,1,1,1,0,3,0,0,0,0
5.5,3269,3,2,1,1,1,0,3,1,0,0,0
5.5,3787,3,2,1,1,0,1,3,1,0,0,1
5.5,3787,3,2,1,1,0,1,3,1,0,0,0
5.5,2542,3,2,1,1,0,1,0,0,0,0,1
5.5,2584,3,2,1,1,0,1,3,1,0,0,0
5.5,3103,3,2,1,1,1,0,0,1,0,0,0
5.5,5566,3,2,1,1,1,0,3,1,0,0,0
5.5,2617,3,2,1,1,0,1,3,1,0,0,0
5.5,3128,3,2,1,1,1,0,0,0,0,0,0
5.5,4319,3,2,1,1,1,0,3,1,0,0,0
5.5,2667,3,2,1,1,1,0,3,0,0,0,0
5.5,4671,3,2,1,1,1,0,3,1,0,0,0
5.5,2423,3,2,1,1,1,0,0,0,0,0,0
5.5,3806,3,2,1,0,1,1,3,1,0,0,0
5.5,3806,3,2,1,0,1,1,3,1,0,0,0
5.5,2402,3,2,1,1,1,0,3,0,0,0,0
5.5,2368,3,2,1,0,1,1,3,0,0,0,0
5.5,3788,3,2,1,1,1,0,3,1,0,0,0
5.5,2353,3,2,1,0,1,1,0,0,0,0,0
5.5,2298,3,2,1,0,1,1,3,0,0,0,0
5.5,2900,3,2,1,0,1,1,3,1,0,0,0
5.5,2736,3,2,1,0,1,1,3,0,0,0,0
5.5,3819,3,2,1,0,1,1,3,1,0,0,0
5.5,2444,3,2,1,0,1,1,3,0,0,0,0
5.5,2886,3,2,1,1,1,0,3,1,0,0,0
5.5,2445,3,2,1,1,1,0,0,0,0,0,0
5.5,3902,3,2,1,0,1,1,3,1,0,0,0
5.5,2291,3,2,1,1,1,0,3,0,0,0,0
5.5,2996,3,2,1,1,0,1,3,0,0,0,1
5.5,2829,3,2,1,1,1,0,3,0,0,0,0
5.5,2914,3,2,1,1,1,0,3,0,0,0,0
5.5,2522,3,2,1,0,1,1,0,1,0,0,0
5.5,2663,3,2,1,1,1,0,3,1,0,0,0
5.5,2284,3,2,1,0,1,1,3,1,0,0,0
5.5,2778,3,2,1,0,1,1,3,0,0,0,0
5.5,4956,3,2,1,1,1,0,3,1,0,0,0
5.5,4955,3,2,1,1,1,0,3,1,0,0,0
5.5,2305,3,2,1,0,1,1,3,0,0,0,0
5.5,2697,3,2,1,1,1,0,3,0,0,0,0
5.5,2359,3,2,1,0,1,1,3,0,0,0,0
5.5,2343,3,2,1,0,1,1,0,0,0,0,0
5.5,2303,2,2,1,0,0,2,3,0,0,0,1
5.5,2305,3,2,1,0,1,1,3,0,0,0,0
5.5,2593,3,2,1,1,0,1,3,1,0,0,0
5.5,4920,3,2,1,0,1,1,3,1,0,0,0
5.5,2478,3,2,1,1,1,0,3,1,0,0,0
5.5,3470,3,2,1,1,1,0,3,1,0,0,0
5.5,2667,2,2,1,0,0,2,3,0,0,0,1
5.5,2667,2,2,1,0,0,2,3,0,0,0,1
5.5,2746,3,2,1,0,1,1,3,0,0,0,0
5.5,3787,3,2,1,0,1,1,3,1,0,0,0
5.5,2542,3,2,1,1,1,0,0,0,0,0,0
5.5,2691,3,2,1,0,1,1,3,0,0,0,1
5.5,6126,3,2,1,1,1,0,0,1,0,0,0
5.5,6120,3,2,1,1,1,0,0,0,0,0,0
5.5,4056,3,2,1,0,1,1,3,1,0,0,0
5.5,2478,3,2,1,1,1,0,3,0,0,0,0
5.5,6595,3,2,1,1,1,0,3,1,0,0,0
5.5,4244,3,2,1,1,1,0,3,1,0,0,0
5.5,2604,3,2,1,1,1,0,3,0,0,0,0
5.5,4202,3,2,1,1,1,0,3,1,0,0,0
5.5,4187,3,2,1,0,1,1,3,1,0,0,0
5.5,2870,3,2,1,1,0,1,3,1,0,0,0
5.5,2362,2,2,1,0,0,2,3,0,0,0,1
5.5,2650,3,2,1,0,1,1,3,1,0,0,0
5.5,3776,3,2,1,0,1,1,3,1,0,0,0
5.5,2542,3,2,1,1,1,0,0,0,0,0,0
5.5,2542,3,2,1,0,1,1,0,0,0,0,0
5.5,2376,3,2,1,1,1,0,3,1,0,0,0
5.5,2655,3,2,1,1,0,1,3,1,0,0,0
5.5,2645,3,2,1,1,1,0,3,1,0,0,0
5.5,2339,3,2,1,1,1,0,0,1,0,0,0
5.5,2460,3,2,1,1,1,0,0,0,0,0,0
5.5,2431,3,2,1,1,0,1,3,1,0,0,0
5.5,2823,3,2,1,0,1,1,3,1,0,0,0
5.5,2421,3,2,1,1,1,0,3,1,0,0,0
5.5,2421,3,2,1,0,1,1,3,0,0,0,0
5.5,4894,3,2,1,0,1,1,3,1,0,0,0
5.5,2582,3,2,1,1,0,1,3,1,0,0,0
5.5,3466,3,2,1,1,1,0,1,1,0,0,0
5.5,2653,3,2,1,0,1,1,3,1,0,0,0
5.5,5987,3,2,1,0,1,1,3,1,0,0,0
5.5,2607,3,2,1,0,1,1,3,0,0,0,0
5.5,2565,3,2,1,1,1,0,3,1,0,0,0
5.5,2705,3,2,1,1,1,0,3,0,0,0,0
5.5,2521,3,2,1,1,0,1,3,0,0,0,1
5.5,6677,2,2,1,0,0,2,3,0,0,0,1
5.5,2459,3,2,1,0,1,1,3,1,0,0,0
5.5,2602,3,2,1,0,1,1,3,1,0,0,0
5.5,4626,3,2,1,0,1,1,3,1,0,0,1
5.5,5140,3,2,1,0,1,1,3,1,0,0,0
5.5,6586,3,2,1,1,1,0,3,1,0,0,0
5.5,6586,3,2,1,1,1,0,3,1,0,0,0
5.5,6586,3,2,1,1,1,0,3,1,0,0,0
5.5,2319,3,2,1,0,1,1,0,0,0,0,0
5.5,3433,3,2,1,0,1,1,3,1,0,0,0
5.5,2331,2,2,1,0,0,2,3,0,0,0,1
5.5,2486,3,2,1,1,0,1,3,0,0,0,0
5.5,5810,3,2,1,1,1,0,3,1,0,0,0
5.5,2886,3,2,1,1,1,0,3,1,0,0,0
5.5,2344,3,2,1,1,1,0,3,0,0,0,0
5.5,2766,3,2,1,1,1,0,3,0,0,0,0
5.5,2271,3,2,1,1,1,0,3,0,0,0,0
5.5,4420,3,2,1,1,0,1,3,1,0,0,0
5.5,2716,3,2,1,0,1,1,3,0,0,0,0
5.5,2382,3,2,1,1,1,0,3,0,0,0,0
5.5,3068,3,2,1,1,1,0,3,0,0,0,0
5.5,2542,3,2,1,0,1,1,0,0,0,0,0
5.5,2542,3,2,1,1,1,0,0,0,0,0,0
5.5,3856,3,2,1,0,1,1,3,1,0,0,0
5.5,4363,3,2,1,0,1,1,3,1,0,0,0
5.5,2584,3,2,1,0,1,1,3,0,0,0,0
5.5,2858,3,2,1,1,1,0,3,0,0,0,0
5.5,2332,3,2,1,1,1,0,0,0,0,0,0
5.5,5173,3,2,1,0,1,1,0,1,0,0,0
5.5,2766,3,2,1,1,1,0,3,0,0,0,0
5.5,2444,3,2,1,1,1,0,3,0,0,0,0
5.5,2611,3,2,1,0,1,1,3,1,0,0,0
5.5,2271,3,2,1,1,1,0,3,0,0,0,0
5.5,4756,3,2,1,0,1,1,3,1,0,0,0
5.5,2676,3,2,1,1,0,1,3,1,0,0,1
5.5,2459,2,2,1,0,0,2,3,0,0,0,1
5.5,2743,3,2,1,0,1,1,3,1,0,0,0
5.5,2429,3,2,1,0,1,1,3,0,0,0,0
5.5,4564,3,2,1,0,1,1,3,1,0,0,0
